Year,Hour,Value
2030,1,1.4224000000559998
2030,2,1.401400000056
2030,3,1.3810999999440001
2030,4,1.3797000000000001
2030,5,1.378999999944
2030,6,1.3965
2030,7,1.4434000000559999
2030,8,1.473499999944
2030,9,1.4994
2030,10,1.5126159999439999
2030,11,1.559095999944
2030,12,1.66334
2030,13,1.725611999944
2030,14,1.690556
2030,15,1.550164
2030,16,1.447515999944
2030,17,1.428700000056
2030,18,1.4259
2030,19,1.4195999999999998
2030,20,1.3957999999439996
2030,21,1.3943999999999996
2030,22,1.4035000000559996
2030,23,1.380400000056
2030,24,1.3839
2030,25,1.382500000056
2030,26,1.363600000056
2030,27,1.357999999944
2030,28,1.3684999999440002
2030,29,1.359400000056
2030,30,1.361500000056
2030,31,1.3818
2030,32,1.3587
2030,33,1.342600000056
2030,34,1.342236
2030,35,1.369480000056
2030,36,1.388155999944
2030,37,1.398936000056
2030,38,1.365896
2030,39,1.333331999944
2030,40,1.327256000056
2030,41,1.313899999944
2030,42,1.2998999999999998
2030,43,1.2998999999999998
2030,44,1.297099999944
2030,45,1.2949999999439998
2030,46,1.297099999944
2030,47,1.294999999944
2030,48,1.292200000056
2030,49,1.2873
2030,50,1.2620999999999998
2030,51,1.2544000000559998
2030,52,1.2683999999999997
2030,53,1.2460000000559996
2030,54,1.2466999999439998
2030,55,1.2494999999999996
2030,56,1.2460000000559996
2030,57,1.2327
2030,58,1.223656
2030,59,1.293208000056
2030,60,1.314236000056
2030,61,1.304295999944
2030,62,1.3152719999440001
2030,63,1.2988640000560001
2030,64,1.272656000056
2030,65,1.254400000056
2030,66,1.2285
2030,67,1.227100000056
2030,68,1.221499999944
2030,69,1.1802
2030,70,1.2158999999999998
2030,71,1.1969999999999998
2030,72,1.1956000000559999
2030,73,1.1920999999439998
2030,74,1.198399999944
2030,75,1.208899999944
2030,76,1.206799999944
2030,77,1.1948999999999999
2030,78,1.171099999944
2030,79,1.1676
2030,80,1.164799999944
2030,81,1.1676
2030,82,1.191092000056
2030,83,1.233371999944
2030,84,1.254903999944
2030,85,1.250676000056
2030,86,1.223711999944
2030,87,1.185687999944
2030,88,1.1564560000000002
2030,89,1.156399999944
2030,90,1.1298
2030,91,1.1731999999440001
2030,92,1.1781000000000001
2030,93,1.1424
2030,94,1.1508
2030,95,1.151500000056
2030,96,1.1542999999440002
2030,97,1.1605999999440002
2030,98,1.1718000000000002
2030,99,1.1683000000560002
2030,100,1.1683000000560002
2030,101,1.1542999999440002
2030,102,1.1571000000000002
2030,103,1.1319
2030,104,1.158499999944
2030,105,1.155
2030,106,1.148756000056
2030,107,1.162028000056
2030,108,1.166732000056
2030,109,1.161888000056
2030,110,1.155084000056
2030,111,1.139068000056
2030,112,1.1319
2030,113,1.134700000056
2030,114,0.9085999999440001
2030,115,1.075900000056
2030,116,1.122799999944
2030,117,1.114399999944
2030,118,1.1095000000559998
2030,119,1.1066999999999998
2030,120,1.0996999999439998
2030,121,1.0948000000559999
2030,122,1.0940999999999999
2030,123,1.0919999999999999
2030,124,1.0752000000000002
2030,125,1.0752000000000002
2030,126,1.0752000000000002
2030,127,1.0752000000000002
2030,128,1.0759000000560002
2030,129,0.924
2030,130,0.897568
2030,131,1.072511999944
2030,132,1.198792000056
2030,133,1.219987999944
2030,134,1.242079999944
2030,135,1.224047999944
2030,136,1.156036000056
2030,137,1.117900000056
2030,138,1.172500000056
2030,139,1.1893000000560001
2030,140,1.197
2030,141,1.1956000000559999
2030,142,1.1676000000000002
2030,143,1.196299999944
2030,144,1.2936
2030,145,1.5959999999999999
2030,146,1.7199
2030,147,1.7094
2030,148,1.7136
2030,149,1.6694999999999998
2030,150,1.6219000000559998
2030,151,1.5666
2030,152,1.5162
2030,153,1.485400000056
2030,154,1.482656000056
2030,155,1.475432000056
2030,156,1.490468
2030,157,1.533504
2030,158,1.510487999944
2030,159,1.4593040000559998
2030,160,1.4198799999439997
2030,161,1.471399999944
2030,162,1.4413000000560001
2030,163,1.428700000056
2030,164,1.3734000000000002
2030,165,1.3902
2030,166,1.411900000056
2030,167,1.378300000056
2030,168,1.365700000056
2030,169,1.357300000056
2030,170,1.3398
2030,171,1.325800000056
2030,172,1.3146
2030,173,1.2894
2030,174,1.2978
2030,175,1.2670000000559998
2030,176,1.2865999999439999
2030,177,1.2550999999439998
2030,178,1.2676720000559998
2030,179,1.285479999944
2030,180,1.080239999944
2030,181,1.366848
2030,182,1.335348000056
2030,183,1.263472
2030,184,1.198624
2030,185,1.1927999999999999
2030,186,1.1927999999999999
2030,187,1.1927999999999999
2030,188,1.1424
2030,189,1.176
2030,190,1.178800000056
2030,191,1.216600000056
2030,192,1.216600000056
2030,193,1.231300000056
2030,194,1.248100000056
2030,195,1.254400000056
2030,196,1.278199999944
2030,197,1.318099999944
2030,198,1.321600000056
2030,199,1.3453999999439998
2030,200,1.3468000000559999
2030,201,1.3636000000559998
2030,202,1.408064000056
2030,203,1.4467599999439997
2030,204,1.406160000056
2030,205,1.466416000056
2030,206,1.4359520000000001
2030,207,1.4351680000559999
2030,208,1.467199999944
2030,209,1.4973
2030,210,1.515499999944
2030,211,1.4308000000559997
2030,212,1.458100000056
2030,213,1.4972999999999999
2030,214,1.5246
2030,215,1.5267
2030,216,1.502200000056
2030,217,1.4952
2030,218,1.4784
2030,219,1.467199999944
2030,220,1.4637
2030,221,1.4476000000559999
2030,222,1.4364
2030,223,1.4440999999439998
2030,224,1.441999999944
2030,225,1.4763
2030,226,1.53076
2030,227,1.7779439999439999
2030,228,1.911587999944
2030,229,1.933147999944
2030,230,1.834056000056
2030,231,1.734459999944
2030,232,1.7199560000559997
2030,233,1.7241
2030,234,1.7787
2030,235,1.7325
2030,236,1.643599999944
2030,237,1.637299999944
2030,238,1.5834
2030,239,1.528099999944
2030,240,1.4784
2030,241,1.460899999944
2030,242,1.4440999999439998
2030,243,1.4385
2030,244,1.4447999999999999
2030,245,1.441300000056
2030,246,1.4930999999999999
2030,247,1.5771
2030,248,1.6632
2030,249,1.654099999944
2030,250,1.74496
2030,251,1.755712
2030,252,1.8966079999439998
2030,253,1.8720520000560001
2030,254,1.7786159999439999
2030,255,1.6678480000559999
2030,256,1.681091999944
2030,257,1.668100000056
2030,258,1.6561999999439998
2030,259,1.6484999999999999
2030,260,1.6429000000560001
2030,261,1.6022999999999998
2030,262,1.4847
2030,263,1.3825000000559997
2030,264,1.330699999944
2030,265,1.318099999944
2030,266,1.3167
2030,267,1.327900000056
2030,268,1.3251000000000002
2030,269,1.3306999999440001
2030,270,1.3986
2030,271,1.428700000056
2030,272,1.5322999999440001
2030,273,1.5834
2030,274,1.549156
2030,275,1.5068480000000002
2030,276,1.574748000056
2030,277,1.549968
2030,278,1.531712
2030,279,1.513456
2030,280,1.5792
2030,281,1.6296
2030,282,1.6127999999999998
2030,283,1.6463999999999999
2030,284,1.5792
2030,285,1.4952
2030,286,1.428
2030,287,1.3796999999999997
2030,288,1.315300000056
2030,289,1.3209
2030,290,1.3062
2030,291,1.311100000056
2030,292,1.3019999999999998
2030,293,1.3237000000560002
2030,294,1.397899999944
2030,295,1.472800000056
2030,296,1.5337000000560002
2030,297,1.5792000000000002
2030,298,1.638084000056
2030,299,1.718052
2030,300,1.688372
2030,301,1.7699359999439999
2030,302,1.7876039999999997
2030,303,1.656704000056
2030,304,1.7453240000559997
2030,305,1.7569999999439998
2030,306,1.7283
2030,307,1.647799999944
2030,308,1.5547000000559998
2030,309,1.4993999999999998
2030,310,1.4406
2030,311,1.4293999999440001
2030,312,1.3873999999439999
2030,313,1.3587
2030,314,1.348900000056
2030,315,1.336999999944
2030,316,1.3909000000560001
2030,317,1.4448
2030,318,1.596700000056
2030,319,1.6128
2030,320,1.5778000000560002
2030,321,1.5876
2030,322,1.598268
2030,323,1.559124000056
2030,324,1.6945320000000001
2030,325,1.700328000056
2030,326,1.7363359999439998
2030,327,1.7078319999999998
2030,328,1.6127999999999998
2030,329,1.567999999944
2030,330,1.5288
2030,331,1.512
2030,332,1.466500000056
2030,333,1.4112
2030,334,1.344
2030,335,1.344
2030,336,1.3104
2030,337,1.315300000056
2030,338,1.309000000056
2030,339,1.311100000056
2030,340,1.360099999944
2030,341,1.4314999999440001
2030,342,1.6009000000559999
2030,343,1.6261000000559998
2030,344,1.6316999999999997
2030,345,1.632400000056
2030,346,1.6967999999999999
2030,347,1.6702839999439998
2030,348,1.632231999944
2030,349,1.760864
2030,350,1.7916639999439998
2030,351,1.8176479999439998
2030,352,1.7624039999999999
2030,353,1.7212999999439997
2030,354,1.731100000056
2030,355,1.701700000056
2030,356,1.68
2030,357,1.5938999999999999
2030,358,1.5434999999999997
2030,359,1.5141
2030,360,1.481200000056
2030,361,1.481200000056
2030,362,1.4476000000559999
2030,363,1.4476000000559999
2030,364,1.4980000000559999
2030,365,1.5813
2030,366,1.6191
2030,367,1.6471000000559999
2030,368,1.6296
2030,369,1.6106999999999998
2030,370,1.7173800000560002
2030,371,1.785728
2030,372,1.80824
2030,373,1.784944
2030,374,1.8032000000000001
2030,375,1.7440640000560002
2030,376,1.716512
2030,377,1.743700000056
2030,378,1.7241
2030,379,1.735300000056
2030,380,1.6072000000559998
2030,381,1.5161999999999998
2030,382,1.427299999944
2030,383,1.4377999999439999
2030,384,1.4154
2030,385,1.424500000056
2030,386,1.3419
2030,387,1.362199999944
2030,388,1.4377999999439999
2030,389,1.4518000000559996
2030,390,1.4489999999999998
2030,391,1.6513000000559999
2030,392,1.551199999944
2030,393,1.613500000056
2030,394,1.700243999944
2030,395,1.943507999944
2030,396,2.05828
2030,397,2.019948000056
2030,398,1.848392
2030,399,1.733284000056
2030,400,1.7237359999439998
2030,401,1.710100000056
2030,402,1.672300000056
2030,403,1.6064999999999998
2030,404,1.6317
2030,405,1.4665000000559998
2030,406,1.4980000000559999
2030,407,1.464400000056
2030,408,1.4637
2030,409,1.3964999999999999
2030,410,1.418200000056
2030,411,1.4356999999439999
2030,412,1.5196999999439997
2030,413,1.553299999944
2030,414,1.731799999944
2030,415,1.6821
2030,416,1.6275000000000002
2030,417,1.68
2030,418,1.6723
2030,419,1.70114
2030,420,1.733704000056
2030,421,1.704276000056
2030,422,1.766212
2030,423,1.730624
2030,424,1.8097800000559998
2030,425,1.794100000056
2030,426,1.670200000056
2030,427,1.550500000056
2030,428,1.523899999944
2030,429,1.449
2030,430,1.330000000056
2030,431,1.3377000000000001
2030,432,1.304800000056
2030,433,1.299199999944
2030,434,1.3104
2030,435,1.296400000056
2030,436,1.3915999999439996
2030,437,1.467199999944
2030,438,1.5455999999999999
2030,439,1.557499999944
2030,440,1.5792
2030,441,1.5721999999440002
2030,442,1.63226
2030,443,1.6709
2030,444,1.8340280000559999
2030,445,1.957004
2030,446,1.894956000056
2030,447,1.865079999944
2030,448,1.7080279999999999
2030,449,1.6681000000559998
2030,450,1.6393999999439999
2030,451,1.567999999944
2030,452,1.4763
2030,453,1.3775999999999997
2030,454,1.315999999944
2030,455,1.3167
2030,456,1.3251000000000002
2030,457,1.2957
2030,458,1.3188
2030,459,1.315999999944
2030,460,1.3671
2030,461,1.4203000000559998
2030,462,1.502899999944
2030,463,1.512700000056
2030,464,1.4447999999999999
2030,465,1.4616
2030,466,1.532916
2030,467,1.657880000056
2030,468,1.7758440000559998
2030,469,1.797739999944
2030,470,1.780911999944
2030,471,1.614787999944
2030,472,1.480276000056
2030,473,1.4427
2030,474,1.414699999944
2030,475,1.4119000000559998
2030,476,1.370599999944
2030,477,1.3461
2030,478,1.3468000000559999
2030,479,1.338400000056
2030,480,1.330000000056
2030,481,1.1907
2030,482,1.250200000056
2030,483,1.2880000000559997
2030,484,1.380400000056
2030,485,1.3608
2030,486,1.3671
2030,487,1.405600000056
2030,488,1.3894999999439999
2030,489,1.406299999944
2030,490,1.399468000056
2030,491,1.446395999944
2030,492,1.428475999944
2030,493,1.398907999944
2030,494,1.408204000056
2030,495,1.359568000056
2030,496,1.386
2030,497,1.3566
2030,498,1.369900000056
2030,499,1.294999999944
2030,500,1.2466999999439998
2030,501,1.2403999999439999
2030,502,1.196299999944
2030,503,1.243900000056
2030,504,1.200499999944
2030,505,1.2054
2030,506,1.2998999999999998
2030,507,1.3104
2030,508,1.3419
2030,509,1.353100000056
2030,510,1.3524
2030,511,1.3293
2030,512,1.3314000000000001
2030,513,1.290100000056
2030,514,1.33028
2030,515,1.3481159999999999
2030,516,1.3903679999999998
2030,517,1.438528
2030,518,1.3741839999999999
2030,519,1.335459999944
2030,520,1.307348
2030,521,1.265599999944
2030,522,1.2124000000559998
2030,523,1.176
2030,524,1.1592
2030,525,1.151500000056
2030,526,1.1424
2030,527,1.1626999999440002
2030,528,1.168999999944
2030,529,1.1823
2030,530,1.2067999999439998
2030,531,1.183000000056
2030,532,1.1802
2030,533,1.176
2030,534,1.1592
2030,535,1.160599999944
2030,536,1.187899999944
2030,537,1.164799999944
2030,538,1.198512
2030,539,1.279795999944
2030,540,1.283968000056
2030,541,1.316392
2030,542,1.271871999944
2030,543,1.192604000056
2030,544,1.2500040000000001
2030,545,1.192099999944
2030,546,1.1592
2030,547,1.1928
2030,548,1.1584999999440002
2030,549,1.1718000000000002
2030,550,1.110199999944
2030,551,1.1088
2030,552,1.132600000056
2030,553,1.128400000056
2030,554,1.124200000056
2030,555,1.204000000056
2030,556,1.137499999944
2030,557,1.147999999944
2030,558,1.1003999999999998
2030,559,1.0919999999999999
2030,560,1.0584
2030,561,1.1038999999439998
2030,562,1.1639879999999998
2030,563,1.3126680000559998
2030,564,1.3803999999999998
2030,565,1.270976000056
2030,566,1.1781839999440002
2030,567,1.067024
2030,568,1.087380000056
2030,569,1.0919999999999999
2030,570,1.0948000000559999
2030,571,1.162000000056
2030,572,1.1613000000000002
2030,573,1.1809000000560002
2030,574,1.1823000000000001
2030,575,1.225699999944
2030,576,1.2523000000559998
2030,577,1.2922000000559999
2030,578,1.3250999999999997
2030,579,1.3054999999439998
2030,580,1.328599999944
2030,581,1.309000000056
2030,582,1.3755000000000002
2030,583,1.3839
2030,584,1.406299999944
2030,585,1.3642999999440002
2030,586,1.468908
2030,587,1.580067999944
2030,588,1.60034
2030,589,1.524096
2030,590,1.4833279999439997
2030,591,1.410079999944
2030,592,1.285311999944
2030,593,1.2096
2030,594,1.1424
2030,595,1.166200000056
2030,596,1.145200000056
2030,597,1.135399999944
2030,598,1.1662000000560002
2030,599,1.170400000056
2030,600,1.2754000000559997
2030,601,1.324399999944
2030,602,1.3545
2030,603,1.432900000056
2030,604,1.502200000056
2030,605,1.489600000056
2030,606,1.4721
2030,607,1.4531999999999998
2030,608,1.521100000056
2030,609,1.525300000056
2030,610,1.4356999999439999
2030,611,1.413524000056
2030,612,1.3354599999999999
2030,613,1.2895959999999997
2030,614,1.2504799999440002
2030,615,1.2634159999440002
2030,616,1.212092000056
2030,617,1.180900000056
2030,618,1.1697
2030,619,1.1634000000000002
2030,620,1.208899999944
2030,621,1.4133
2030,622,1.410499999944
2030,623,1.367800000056
2030,624,1.344
2030,625,1.3104
2030,626,1.3775999999999997
2030,627,1.3104
2030,628,1.2431999999999999
2030,629,1.3608
2030,630,1.3943999999999999
2030,631,1.4447999999999999
2030,632,1.3930000000559997
2030,633,1.415456000056
2030,634,1.491447999944
2030,635,1.608992
2030,636,1.5881600000559999
2030,637,1.571807999944
2030,638,1.542940000056
2030,639,1.3583360000000002
2030,640,1.2174960000560002
2030,641,1.1557000000560003
2030,642,1.1725000000560002
2030,643,1.259299999944
2030,644,1.3495999999439998
2030,645,1.412599999944
2030,646,1.403500000056
2030,647,1.406299999944
2030,648,1.444099999944
2030,649,1.5484000000559999
2030,650,1.5078
2030,651,1.4833000000559997
2030,652,1.500100000056
2030,653,1.5056999999999996
2030,654,1.525999999944
2030,655,1.609300000056
2030,656,1.558900000056
2030,657,1.5204560000559997
2030,658,1.545712000056
2030,659,1.5129519999999999
2030,660,1.440292
2030,661,1.354388000056
2030,662,1.3407800000560002
2030,663,1.315775999944
2030,664,1.251852000056
2030,665,1.218
2030,666,1.2334000000560001
2030,667,1.2956999999999999
2030,668,1.3894999999439999
2030,669,1.4209999999440002
2030,670,1.427299999944
2030,671,1.418899999944
2030,672,1.3629
2030,673,1.3460999999999999
2030,674,1.3153000000559998
2030,675,1.315999999944
2030,676,1.309000000056
2030,677,1.3965
2030,678,1.4833000000560002
2030,679,1.4896000000559997
2030,680,1.506400000056
2030,681,1.467199999944
2030,682,1.442195999944
2030,683,1.4098279999999999
2030,684,1.441748000056
2030,685,1.424695999944
2030,686,1.37158
2030,687,1.318659999944
2030,688,1.279572
2030,689,1.2432
2030,690,1.2327000000000001
2030,691,1.2487999999439998
2030,692,1.334899999944
2030,693,1.3978999999439998
2030,694,1.3502999999999998
2030,695,1.3768999999440001
2030,696,1.366399999944
2030,697,1.3888000000560001
2030,698,1.3503
2030,699,1.385299999944
2030,700,1.3390999999439999
2030,701,1.3684999999440002
2030,702,1.407
2030,703,1.412599999944
2030,704,1.397200000056
2030,705,1.3909000000560001
2030,706,1.388688000056
2030,707,1.441440000056
2030,708,1.4953120000559998
2030,709,1.491391999944
2030,710,1.5189159999439998
